"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0051180","BP","GO:0051180","vitamin transport",10,-0.578253512222528,-2.08372801220775,0.00268096514745308,0.0391706789086702,0.0286013432416558,228,"tags=80%, list=12%, signal=71%","80704/335/64220/7274/9390/2638/8029/173"
"GO:0055078","BP","GO:0055078","sodium ion homeostasis",10,-0.756478232769811,-2.72595816701459,0.00268096514745308,0.0391706789086702,0.0286013432416558,148,"tags=80%, list=8%, signal=74%","730/66002/1579/554/6559/6338/525/8529"
"GO:0070279","MF","GO:0070279","vitamin B6 binding",10,-0.611616692383501,-2.20395174039671,0.00268096514745308,0.0391706789086702,0.0286013432416558,497,"tags=90%, list=26%, signal=67%","84706/18/2571/213/1644/2875/64850/189/64902"
"GO:1901618","MF","GO:1901618","organic hydroxy compound transmembrane transporter activity",10,-0.574489481137541,-2.07016438164637,0.00268096514745308,0.0391706789086702,0.0286013432416558,248,"tags=80%, list=13%, signal=70%","364/6580/634/64220/115584/123264/159963/359"
"GO:1903793","BP","GO:1903793","positive regulation of anion transport",10,-0.629121290715078,-2.26702930259908,0.00268096514745308,0.0391706789086702,0.0286013432416558,573,"tags=90%, list=30%, signal=64%","10396/552/335/18/8564/1579/6569/10991/8529"
"GO:0006090","BP","GO:0006090","pyruvate metabolic process",11,-0.668992723670514,-2.52482874727988,0.00282485875706215,0.0391706789086702,0.0286013432416558,139,"tags=64%, list=7%, signal=59%","2819/2103/5313/189/5105/6521/229"
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process",11,-0.781006746237675,-2.9475780751415,0.00282485875706215,0.0391706789086702,0.0286013432416558,434,"tags=100%, list=22%, signal=78%","26227/10841/9056/1610/445/8659/4842/384/79814/58510"
"GO:0016209","MF","GO:0016209","antioxidant activity",11,-0.668400372723011,-2.52259317034785,0.00282485875706215,0.0391706789086702,0.0286013432416558,537,"tags=91%, list=28%, signal=66%","3040/137902/389434/1728/213/3039/2878/2877/2938/2168"
"GO:0032869","BP","GO:0032869","cellular response to insulin stimulus",11,-0.64834236943948,-2.44689276059536,0.00282485875706215,0.0391706789086702,0.0286013432416558,505,"tags=91%, list=26%, signal=68%","5319/4023/5167/5106/2692/634/245972/5313/5105/525"
"GO:0052689","MF","GO:0052689","carboxylic ester hydrolase activity",11,-0.625747830985738,-2.3616192767426,0.00282485875706215,0.0391706789086702,0.0286013432416558,568,"tags=91%, list=29%, signal=65%","3990/760/5319/4023/641372/80339/5322/122970/255189/84647"
"GO:0055081","BP","GO:0055081","anion homeostasis",11,-0.597344604329219,-2.25442336766841,0.00282485875706215,0.0391706789086702,0.0286013432416558,108,"tags=91%, list=6%, signal=86%","771/335/5167/84649/142680/6559/1244/27329/6569/525"
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification",11,-0.668400372723011,-2.52259317034785,0.00282485875706215,0.0391706789086702,0.0286013432416558,537,"tags=91%, list=28%, signal=66%","3040/137902/389434/1728/213/3039/2878/2877/2938/2168"
"GO:1901616","BP","GO:1901616","organic hydroxy compound catabolic process",11,-0.632870249192279,-2.38849981759417,0.00282485875706215,0.0391706789086702,0.0286013432416558,428,"tags=82%, list=22%, signal=64%","197257/219/55586/6652/66002/57016/1579/4051/8529"
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process",13,-0.749090909090909,-3.07855682185404,0.0028328611898017,0.0391706789086702,0.0286013432416558,497,"tags=100%, list=26%, signal=75%","18/2571/26227/2875/29968/445/51733/339983/189/64902/219595/5053"
"GO:0015908","BP","GO:0015908","fatty acid transport",13,-0.718895215252857,-2.95446085682816,0.0028328611898017,0.0391706789086702,0.0286013432416558,240,"tags=69%, list=12%, signal=61%","5322/2167/1579/7069/255189/1244/84647/8529/2168"
"GO:0042136","BP","GO:0042136","neurotransmitter biosynthetic process",13,-0.631235850841804,-2.59420507073866,0.0028328611898017,0.0391706789086702,0.0286013432416558,466,"tags=85%, list=24%, signal=65%","18/2571/1728/1644/445/51733/189/4842/384/64902/5053"
"GO:1901292","BP","GO:1901292","nucleoside phosphate catabolic process",13,-0.556369833608311,-2.28652640946788,0.0028328611898017,0.0391706789086702,0.0286013432416558,392,"tags=69%, list=20%, signal=56%","5138/5167/5136/554235/2819/2103/5313/6521/229"
"GO:1990748","BP","GO:1990748","cellular detoxification",13,-0.677112389928597,-2.78274498045416,0.0028328611898017,0.0391706789086702,0.0286013432416558,537,"tags=92%, list=28%, signal=67%","3040/2947/137902/389434/1728/213/3039/2878/2877/57016/2938/2168"
"GO:0005777","CC","GO:0005777","peroxisome",12,-0.619923593724253,-2.4457128501408,0.00284900284900285,0.0391706789086702,0.0286013432416558,525,"tags=83%, list=27%, signal=61%","2180/3418/641372/1610/122970/9066/189/51268/51179/2168"
"GO:0008081","MF","GO:0008081","phosphoric diester hydrolase activity",12,-0.734002703357247,-2.89577596628369,0.00284900284900285,0.0391706789086702,0.0286013432416558,406,"tags=92%, list=21%, signal=73%","624/5138/5167/1131/2151/5336/5136/339221/133121/1128/345557"
"GO:0042579","CC","GO:0042579","microbody",12,-0.619923593724253,-2.4457128501408,0.00284900284900285,0.0391706789086702,0.0286013432416558,525,"tags=83%, list=27%, signal=61%","2180/3418/641372/1610/122970/9066/189/51268/51179/2168"
"GO:0043648","BP","GO:0043648","dicarboxylic acid metabolic process",12,-0.748701973001038,-2.95376729460131,0.00284900284900285,0.0391706789086702,0.0286013432416558,497,"tags=100%, list=26%, signal=75%","3418/8564/2571/10841/10840/445/122970/8659/23475/5105/58510"
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process",14,-0.581573927543474,-2.46512375407838,0.0029673590504451,0.0391706789086702,0.0286013432416558,371,"tags=64%, list=19%, signal=52%","5730/80339/1555/122970/66002/1579/4051/2938/8529"
"GO:0004620","MF","GO:0004620","phospholipase activity",14,-0.662916322277309,-2.80991065042185,0.0029673590504451,0.0391706789086702,0.0286013432416558,568,"tags=93%, list=29%, signal=66%","3990/5319/4023/624/1131/2151/80339/5336/5322/339221/1128/255189/84647"
"GO:0006638","BP","GO:0006638","neutral lipid metabolic process",14,-0.593718135800918,-2.51659954216322,0.0029673590504451,0.0391706789086702,0.0286013432416558,568,"tags=86%, list=29%, signal=61%","3990/2180/335/4023/84649/5106/80339/2167/7069/5105/2538/2168"
"GO:0006639","BP","GO:0006639","acylglycerol metabolic process",14,-0.593718135800918,-2.51659954216322,0.0029673590504451,0.0391706789086702,0.0286013432416558,568,"tags=86%, list=29%, signal=61%","3990/2180/335/4023/84649/5106/80339/2167/7069/5105/2538/2168"
"GO:0006641","BP","GO:0006641","triglyceride metabolic process",14,-0.593718135800918,-2.51659954216322,0.0029673590504451,0.0391706789086702,0.0286013432416558,568,"tags=86%, list=29%, signal=61%","3990/2180/335/4023/84649/5106/80339/2167/7069/5105/2538/2168"
"GO:0016298","MF","GO:0016298","lipase activity",14,-0.662916322277309,-2.80991065042185,0.0029673590504451,0.0391706789086702,0.0286013432416558,568,"tags=93%, list=29%, signal=66%","3990/5319/4023/624/1131/2151/80339/5336/5322/339221/1128/255189/84647"
"GO:0019359","BP","GO:0019359","nicotinamide nucleotide biosynthetic process",14,-0.629268782752774,-2.66728845740405,0.0029673590504451,0.0391706789086702,0.0286013432416558,242,"tags=64%, list=12%, signal=57%","27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0019363","BP","GO:0019363","pyridine nucleotide biosynthetic process",14,-0.629268782752774,-2.66728845740405,0.0029673590504451,0.0391706789086702,0.0286013432416558,242,"tags=64%, list=12%, signal=57%","27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0019751","BP","GO:0019751","polyol metabolic process",14,-0.577980971035921,-2.44989425011565,0.0029673590504451,0.0391706789086702,0.0286013432416558,373,"tags=71%, list=19%, signal=58%","8291/84649/5106/55586/5336/117283/6652/5105/27329/6569"
"GO:0042446","BP","GO:0042446","hormone biosynthetic process",14,-0.486864562470959,-2.06367813467088,0.0029673590504451,0.0391706789086702,0.0286013432416558,440,"tags=71%, list=23%, signal=56%","7421/8614/8912/7038/6716/51171/441282/1586/3291/1733"
"GO:0050891","BP","GO:0050891","multicellular organismal water homeostasis",14,-0.602649798883551,-2.55445827995332,0.0029673590504451,0.0391706789086702,0.0286013432416558,198,"tags=57%, list=10%, signal=52%","107/66002/1579/554/6338/525/359/8529"
"GO:1903169","BP","GO:1903169","regulation of calcium ion transmembrane transport",14,-0.515309620168456,-2.18424851118762,0.0029673590504451,0.0391706789086702,0.0286013432416558,800,"tags=79%, list=41%, signal=46%","3208/784/5350/187/8291/10268/5336/342667/1812/845/4842"
"GO:0009126","BP","GO:0009126","purine nucleoside monophosphate metabolic process",15,-0.511963690309605,-2.2631515551765,0.003003003003003,0.0391706789086702,0.0286013432416558,139,"tags=47%, list=7%, signal=44%","2819/2103/5313/1339/6521/525/229"
"GO:0009161","BP","GO:0009161","ribonucleoside monophosphate metabolic process",15,-0.511963690309605,-2.2631515551765,0.003003003003003,0.0391706789086702,0.0286013432416558,139,"tags=47%, list=7%, signal=44%","2819/2103/5313/1339/6521/525/229"
"GO:0009167","BP","GO:0009167","purine ribonucleoside monophosphate metabolic process",15,-0.511963690309605,-2.2631515551765,0.003003003003003,0.0391706789086702,0.0286013432416558,139,"tags=47%, list=7%, signal=44%","2819/2103/5313/1339/6521/525/229"
"GO:0030104","BP","GO:0030104","water homeostasis",15,-0.57051396519013,-2.52197488222092,0.003003003003003,0.0391706789086702,0.0286013432416558,198,"tags=60%, list=10%, signal=54%","2692/107/66002/1579/554/6338/525/359/8529"
"GO:0031960","BP","GO:0031960","response to corticosteroid",15,-0.536781005432869,-2.37285727528832,0.003003003003003,0.0391706789086702,0.0286013432416558,556,"tags=80%, list=29%, signal=57%","116/6752/552/11170/5106/249/2692/445/189/1244/3291/5105"
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process",15,-0.588194455614197,-2.60013204484179,0.003003003003003,0.0391706789086702,0.0286013432416558,148,"tags=87%, list=8%, signal=81%","247/54898/2180/552/5730/1555/66002/1579/255189/4051/525/2938/8529"
"GO:0034404","BP","GO:0034404","nucleobase-containing small molecule biosynthetic process",15,-0.521199491544237,-2.30397870429486,0.003003003003003,0.0391706789086702,0.0286013432416558,423,"tags=67%, list=22%, signal=53%","978/5138/5167/5136/554235/2819/2103/5313/6521/229"
"GO:0046034","BP","GO:0046034","ATP metabolic process",15,-0.511963690309605,-2.2631515551765,0.003003003003003,0.0391706789086702,0.0286013432416558,139,"tags=47%, list=7%, signal=44%","2819/2103/5313/1339/6521/525/229"
"GO:0051384","BP","GO:0051384","response to glucocorticoid",15,-0.536781005432869,-2.37285727528832,0.003003003003003,0.0391706789086702,0.0286013432416558,556,"tags=80%, list=29%, signal=57%","116/6752/552/11170/5106/249/2692/445/189/1244/3291/5105"
"GO:0072525","BP","GO:0072525","pyridine-containing compound biosynthetic process",15,-0.621757249783864,-2.74849742945572,0.003003003003003,0.0391706789086702,0.0286013432416558,283,"tags=80%, list=15%, signal=69%","3418/8564/29968/27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0003014","BP","GO:0003014","renal system process",19,-0.668122351938513,-3.27224036509504,0.00308641975308642,0.0391706789086702,0.0286013432416558,233,"tags=63%, list=12%, signal=56%","56670/107/66002/1579/554/3291/6521/525/359/5972/8529/9356"
"GO:0003073","BP","GO:0003073","regulation of systemic arterial blood pressure",19,-0.445408823746699,-2.18146381093921,0.00308641975308642,0.0391706789086702,0.0286013432416558,503,"tags=68%, list=26%, signal=51%","552/5125/2028/147/2702/56670/66002/1579/554/4311/3291/5972/8529"
"GO:0005902","CC","GO:0005902","microvillus",19,-0.476722587655841,-2.33482817893146,0.00308641975308642,0.0391706789086702,0.0286013432416558,562,"tags=74%, list=29%, signal=53%","5794/8639/760/5420/257629/7010/10788/51181/200958/634/150696/339221/83715/525"
"GO:0006650","BP","GO:0006650","glycerophospholipid metabolic process",19,-0.510816640667636,-2.50180947532304,0.00308641975308642,0.0391706789086702,0.0286013432416558,316,"tags=58%, list=16%, signal=49%","80339/64850/5336/5322/117283/133121/80157/2819/248/255189/5288"
"GO:0006835","BP","GO:0006835","dicarboxylic acid transport",19,-0.45050661326707,-2.20643108316549,0.00308641975308642,0.0391706789086702,0.0286013432416558,225,"tags=42%, list=12%, signal=38%","4915/3766/9058/115019/189/1244/64849/9356"
"GO:0007565","BP","GO:0007565","female pregnancy",19,-0.436706715780598,-2.13884378952326,0.00308641975308642,0.0391706789086702,0.0286013432416558,776,"tags=89%, list=40%, signal=54%","6019/4316/4838/5021/116/130399/5125/7421/8614/259/3549/5618/152/1393/1244/3291/10991"
"GO:0009063","BP","GO:0009063","cellular amino acid catabolic process",19,-0.639021050709381,-3.12971190113562,0.00308641975308642,0.0391706789086702,0.0286013432416558,497,"tags=89%, list=26%, signal=67%","84706/18/8564/2571/10841/2875/4329/1610/8659/189/4842/384/51268/64902/58510/3242/5053"
"GO:0016614","MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",19,-0.73278756197359,-3.58894898871792,0.00308641975308642,0.0391706789086702,0.0286013432416558,461,"tags=95%, list=24%, signal=73%","3418/197257/26227/51181/55586/6716/51171/125/6652/441282/130/2819/57016/22977/284541/51179/126/3291"
"GO:0016999","BP","GO:0016999","antibiotic metabolic process",19,-0.591812782930471,-2.89850155628761,0.00308641975308642,0.0391706789086702,0.0286013432416558,463,"tags=89%, list=24%, signal=69%","27233/3040/137902/3418/1580/10841/219/5106/3039/2878/125/130/57016/1244/126/5105/6569"
"GO:0019318","BP","GO:0019318","hexose metabolic process",19,-0.490972615360505,-2.40462006019936,0.00308641975308642,0.0391706789086702,0.0286013432416558,386,"tags=63%, list=20%, signal=51%","5167/84649/51181/5106/6652/2819/2103/5313/3795/5105/2538/229"
"GO:0046434","BP","GO:0046434","organophosphate catabolic process",19,-0.604830126125863,-2.96225616010631,0.00308641975308642,0.0391706789086702,0.0286013432416558,392,"tags=74%, list=20%, signal=59%","5138/5167/5336/5136/554235/339221/133121/2819/2103/5313/255189/6521/27329/229"
"GO:0051188","BP","GO:0051188","cofactor biosynthetic process",19,-0.573323413802789,-2.8079467951586,0.00308641975308642,0.0391706789086702,0.0286013432416558,525,"tags=79%, list=27%, signal=58%","2180/79094/3418/8564/29968/27231/9390/554235/2819/2103/5313/124975/23475/6521/229"
"GO:0046906","MF","GO:0046906","tetrapyrrole binding",20,-0.516737437651387,-2.57833844062197,0.00309597523219814,0.0391706789086702,0.0286013432416558,463,"tags=70%, list=24%, signal=54%","137902/8614/1580/259/3039/1555/8029/66002/1579/284541/1586/4842/4051/8529"
"GO:0005506","MF","GO:0005506","iron ion binding",21,-0.419570901835001,-2.15520223435672,0.00311526479750779,0.0391706789086702,0.0286013432416558,324,"tags=48%, list=17%, signal=40%","3039/1555/55586/66002/1579/284541/1586/4051/5053/8529"
"GO:0015294","MF","GO:0015294","solute:cation symporter activity",21,-0.45724953020381,-2.34874536066219,0.00311526479750779,0.0391706789086702,0.0286013432416558,186,"tags=43%, list=10%, signal=39%","115584/9058/142680/6559/6569/153201/159963/6524/64849"
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport",21,-0.724955203010712,-3.72386423010728,0.00311526479750779,0.0391706789086702,0.0286013432416558,248,"tags=71%, list=13%, signal=63%","634/5322/64220/9390/123264/2167/1579/7069/255189/1244/159963/10991/84647/8529/2168"
"GO:0042737","BP","GO:0042737","drug catabolic process",21,-0.55667586959993,-2.85946683320295,0.00311526479750779,0.0391706789086702,0.0286013432416558,397,"tags=67%, list=20%, signal=54%","1580/219/5106/3039/2878/1610/1555/1807/23475/4842/51268/5105/3242/5053"
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process",21,-0.433948804790608,-2.22905694744517,0.00311526479750779,0.0391706789086702,0.0286013432416558,386,"tags=57%, list=20%, signal=46%","5167/8291/84649/5106/55586/6652/8972/2103/3795/5105/27329/2538"
"GO:0001523","BP","GO:0001523","retinoid metabolic process",17,-0.477432051499408,-2.24000427445124,0.003125,0.0391706789086702,0.0286013432416558,487,"tags=71%, list=25%, signal=53%","335/338328/4023/2719/84649/64220/125/441282/130/57016/126/54600"
"GO:0006690","BP","GO:0006690","icosanoid metabolic process",17,-0.599369893189546,-2.81210932216525,0.003125,0.0391706789086702,0.0286013432416558,268,"tags=59%, list=14%, signal=51%","1555/5322/66002/1579/124975/255189/4051/525/2938/8529"
"GO:0006766","BP","GO:0006766","vitamin metabolic process",17,-0.467563998538646,-2.19370557970882,0.003125,0.0391706789086702,0.0286013432416558,529,"tags=71%, list=27%, signal=52%","80704/55/8564/7421/5167/10840/29968/7274/2638/8029/66002/8529"
"GO:0008654","BP","GO:0008654","phospholipid biosynthetic process",17,-0.479053511299797,-2.24761180074177,0.003125,0.0391706789086702,0.0286013432416558,316,"tags=53%, list=16%, signal=45%","80339/64850/5336/5322/80157/2819/248/5288/3158"
"GO:0009144","BP","GO:0009144","purine nucleoside triphosphate metabolic process",17,-0.469604417847058,-2.20327877019354,0.003125,0.0391706789086702,0.0286013432416558,139,"tags=41%, list=7%, signal=39%","2819/2103/5313/1339/6521/525/229"
"GO:0009199","BP","GO:0009199","ribonucleoside triphosphate metabolic process",17,-0.469604417847058,-2.20327877019354,0.003125,0.0391706789086702,0.0286013432416558,139,"tags=41%, list=7%, signal=39%","2819/2103/5313/1339/6521/525/229"
"GO:0009205","BP","GO:0009205","purine ribonucleoside triphosphate metabolic process",17,-0.469604417847058,-2.20327877019354,0.003125,0.0391706789086702,0.0286013432416558,139,"tags=41%, list=7%, signal=39%","2819/2103/5313/1339/6521/525/229"
"GO:0009755","BP","GO:0009755","hormone-mediated signaling pathway",17,-0.493687690655528,-2.31627209325245,0.003125,0.0391706789086702,0.0286013432416558,553,"tags=76%, list=29%, signal=55%","8928/2180/6752/7421/9970/2692/5618/55885/6422/1393/2103/8431/5972"
"GO:0016101","BP","GO:0016101","diterpenoid metabolic process",17,-0.477432051499408,-2.24000427445124,0.003125,0.0391706789086702,0.0286013432416558,487,"tags=71%, list=25%, signal=53%","335/338328/4023/2719/84649/64220/125/441282/130/57016/126/54600"
"GO:0032868","BP","GO:0032868","response to insulin",17,-0.598262641616127,-2.80691434572921,0.003125,0.0391706789086702,0.0286013432416558,526,"tags=88%, list=27%, signal=65%","8836/5350/5319/130399/4023/5167/5106/2692/634/245972/5313/3795/3291/5105/525"
"GO:0034754","BP","GO:0034754","cellular hormone metabolic process",17,-0.471437467402002,-2.21187902823123,0.003125,0.0391706789086702,0.0286013432416558,259,"tags=65%, list=13%, signal=57%","8912/84649/6716/51171/125/441282/130/57016/1586/126/54600"
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus",17,-0.63166436568835,-2.96362775544027,0.003125,0.0391706789086702,0.0286013432416558,556,"tags=88%, list=29%, signal=63%","116/8928/6752/7421/11170/9970/5106/2692/55885/6422/445/2103/1244/5105/8431"
"GO:0072524","BP","GO:0072524","pyridine-containing compound metabolic process",17,-0.570771156395877,-2.67793045323399,0.003125,0.0391706789086702,0.0286013432416558,461,"tags=76%, list=24%, signal=59%","3418/8564/51181/29968/27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0098754","BP","GO:0098754","detoxification",17,-0.693171316661267,-3.25220459617625,0.003125,0.0391706789086702,0.0286013432416558,537,"tags=94%, list=28%, signal=69%","3040/2947/137902/389434/1728/213/3039/2878/2877/57016/22977/4495/1244/4496/2938/2168"
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport",17,-0.558203589539711,-2.61896624379548,0.003125,0.0391706789086702,0.0286013432416558,304,"tags=65%, list=16%, signal=55%","9056/117247/64220/3766/23428/7069/11136/153201/159963/64849/10991"
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport",17,-0.558203589539711,-2.61896624379548,0.003125,0.0391706789086702,0.0286013432416558,304,"tags=65%, list=16%, signal=55%","9056/117247/64220/3766/23428/7069/11136/153201/159963/64849/10991"
"GO:0005759","CC","GO:0005759","mitochondrial matrix",18,-0.661676984171605,-3.10412269589023,0.00313479623824451,0.0391706789086702,0.0286013432416558,497,"tags=89%, list=26%, signal=67%","84706/18/3418/5138/219/4329/5106/64850/339983/8659/441282/80221/189/384/64902/3158"
"GO:0006006","BP","GO:0006006","glucose metabolic process",18,-0.527864789132245,-2.47637005896182,0.00313479623824451,0.0391706789086702,0.0286013432416558,386,"tags=67%, list=20%, signal=54%","5167/84649/51181/5106/6652/2819/2103/5313/3795/5105/2538/229"
"GO:0006720","BP","GO:0006720","isoprenoid metabolic process",18,-0.512371925696585,-2.40368844819796,0.00313479623824451,0.0391706789086702,0.0286013432416558,487,"tags=72%, list=25%, signal=55%","335/338328/4023/2719/84649/64220/125/441282/130/57016/126/3158/54600"
"GO:0006721","BP","GO:0006721","terpenoid metabolic process",18,-0.512371925696585,-2.40368844819796,0.00313479623824451,0.0391706789086702,0.0286013432416558,487,"tags=72%, list=25%, signal=55%","335/338328/4023/2719/84649/64220/125/441282/130/57016/126/3158/54600"
"GO:0015370","MF","GO:0015370","solute:sodium symporter activity",18,-0.462591018749469,-2.17015147052901,0.00313479623824451,0.0391706789086702,0.0286013432416558,186,"tags=44%, list=10%, signal=41%","115584/9058/142680/6559/6569/159963/6524/64849"
"GO:0016616","MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",18,-0.72960428346071,-3.4227897742953,0.00313479623824451,0.0391706789086702,0.0286013432416558,461,"tags=94%, list=24%, signal=73%","3418/197257/26227/51181/55586/6716/51171/125/6652/441282/130/2819/57016/22977/284541/126/3291"
"GO:0020037","MF","GO:0020037","heme binding",18,-0.529836995670458,-2.4856222639239,0.00313479623824451,0.0391706789086702,0.0286013432416558,463,"tags=72%, list=24%, signal=55%","137902/8614/1580/259/3039/1555/66002/1579/284541/1586/4842/4051/8529"
"GO:0042180","BP","GO:0042180","cellular ketone metabolic process",18,-0.51301359386189,-2.40669870359871,0.00313479623824451,0.0391706789086702,0.0286013432416558,503,"tags=78%, list=26%, signal=58%","552/8564/8912/1728/84649/9056/1555/6716/634/2819/57016/1586/8529/2168"
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process",18,-0.63513727626524,-2.97961706606606,0.00313479623824451,0.0391706789086702,0.0286013432416558,497,"tags=89%, list=26%, signal=67%","84706/8564/2571/10841/2875/4329/1610/8659/189/4842/384/51268/64902/58510/3242/5053"
"GO:0004497","MF","GO:0004497","monooxygenase activity",16,-0.552186696843035,-2.4712185916654,0.00314465408805031,0.0391706789086702,0.0286013432416558,148,"tags=50%, list=8%, signal=47%","66002/1579/284541/1586/4842/4051/5053/8529"
"GO:0005903","CC","GO:0005903","brush border",16,-0.554326228255097,-2.48079370427345,0.00314465408805031,0.0391706789086702,0.0286013432416558,467,"tags=81%, list=24%, signal=62%","257629/2028/51181/55600/116085/83715/8029/142680/11136/1244/4311/762/6569"
"GO:0006733","BP","GO:0006733","oxidoreduction coenzyme metabolic process",16,-0.560464922731128,-2.50826639784693,0.00314465408805031,0.0391706789086702,0.0286013432416558,461,"tags=75%, list=24%, signal=58%","3418/8564/51181/27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0006805","BP","GO:0006805","xenobiotic metabolic process",16,-0.520923451597354,-2.33130520126932,0.00314465408805031,0.0391706789086702,0.0286013432416558,531,"tags=75%, list=27%, signal=55%","8639/2180/2947/134147/26227/1728/1555/54578/22977/2938/2939/54600"
"GO:0009108","BP","GO:0009108","coenzyme biosynthetic process",16,-0.571843892407392,-2.55919106078928,0.00314465408805031,0.0391706789086702,0.0286013432416558,242,"tags=56%, list=12%, signal=50%","27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process",16,-0.570198413620698,-2.55182699752387,0.00314465408805031,0.0391706789086702,0.0286013432416558,265,"tags=62%, list=14%, signal=54%","55586/6652/8972/2819/2103/5313/3795/6521/2538/229"
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",16,-0.552186696843035,-2.4712185916654,0.00314465408805031,0.0391706789086702,0.0286013432416558,148,"tags=50%, list=8%, signal=47%","66002/1579/284541/1586/4842/4051/5053/8529"
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process",16,-0.560464922731128,-2.50826639784693,0.00314465408805031,0.0391706789086702,0.0286013432416558,461,"tags=75%, list=24%, signal=58%","3418/8564/51181/27231/9390/554235/2819/2103/5313/23475/6521/229"
"GO:0042133","BP","GO:0042133","neurotransmitter metabolic process",16,-0.653698253764575,-2.92551647346446,0.00314465408805031,0.0391706789086702,0.0286013432416558,466,"tags=88%, list=24%, signal=67%","18/2571/26227/1728/1644/445/51733/1807/133121/189/4842/384/64902/5053"
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process",16,-0.560464922731128,-2.50826639784693,0.00314465408805031,0.0391706789086702,0.0286013432416558,461,"tags=75%, list=24%, signal=58%","3418/8564/51181/27231/9390/554235/2819/2103/5313/23475/6521/229"
